dish_id,calories,mass,fat,carb,protein
dish_1565196260,74.360001,143,0.286,1.001,14.3
dish_1561749857,366.579254,447,15.792132,21.602934,35.232506
dish_1564761457,287.306,223,8.245,30.389,21.17
dish_1561405034,178.278091,153,10.282932,7.617062,14.915339
dish_1562872150,7.48,34,0.102,1.122,1.054
dish_1560454539,122.274002,119,4.748726,17.543842,3.84549
dish_1561578373,164.49585,132,7.536766,17.891659,7.000702
dish_1565894910,537.113037,179,21.353001,67.945007,18.191
dish_1562873224,261.856628,436,24.702576,16.689787,27.196226
dish_1561654326,59.79258,46,3.205161,7.079548,1.472
dish_1562963033,356.387299,316,33.375896,22.311859,33.670643
dish_1562613403,398.703369,315,25.434467,19.955114,24.512461
dish_1563391681,154.317169,143,16.664272,5.759966,16.284445
dish_1559934645,24.639999,56,1.176,2.408,1.792
dish_1563391708,319.237152,205,22.678272,26.219967,23.104446
dish_1562615324,258.315979,136,15.319679,13.705867,16.498249
dish_1565974375,459.849976,85,35.700001,1.19,31.450001
dish_1563304261,30.210915,37,1.181061,3.101745,2.293849
dish_1560368506,462.933777,378,31.259737,22.382402,44.584641
dish_1563823894,368.341003,400,20.78381,18.219273,30.525043
dish_1558629644,4.2,15,0.06,0.795,0.33
dish_1559675178,28.970001,100,0.231,6.335,1.675
dish_1562611620,199.845322,76,9.791893,17.088623,11.093416
dish_1563205927,160.269501,181,3.733,15.642001,14.367001
dish_1562775510,114.217117,190,0.733756,16.423389,10.066643
dish_1562872914,135.399673,124,15.276352,5.087451,15.873218
dish_1566331914,589.501648,481,24.885231,47.358673,46.926689
dish_1562096401,366.863678,352,15.268942,11.065385,44.5625
dish_1561578344,144.255859,86,6.570766,15.91366,5.528702
dish_1563566810,392.292175,331,18.451838,51.255371,9.994014
dish_1562085672,122.084,46,1.932,19.458,6.21
dish_1565724196,45.68,82,2.32,5.6,1.92
dish_1561148042,370.755463,245,19.9778,25.641567,22.726137
dish_1566328831,941.609985,500,30.021,85.809998,78.080002
dish_1562873495,140.106995,152,5.601,16.172001,7.504
dish_1562614895,51.799999,148,0.592,10.36,3.552
dish_1558461692,231.240005,40,19.799999,9.08,8.96
dish_1565035715,15.6,39,0.039,3.51,0.429
dish_1566590056,815.647644,519,34.712166,63.927059,62.926941
dish_1568313487,13.72,49,0.196,2.597,1.078
dish_1563217736,23.449999,67,0.268,4.69,1.608
dish_1566590007,740.762024,457,29.233101,57.950996,61.798248
dish_1558723847,554.976013,96,47.52,21.792,21.504002
dish_1558635400,25,100,0.3,5,1.8
dish_1566844850,491.235168,345,25.456135,30.58173,35.928123
dish_1560367733,661.441162,388,26.763107,54.923664,46.178318
dish_1568666032,243.584183,220,9.01176,26.886663,14.889456
dish_1565021054,263.749023,144,13.847,25.220001,11.447001
dish_1560357267,566.840027,383,42.130001,6.128,38.299999
dish_1557937335,47.158001,38,0.076,11.172,0.608
dish_1561575327,453.680054,289,23.747952,25.363405,32.591888
dish_1564686702,307.944977,130,12.545,36.75,11.96
dish_1563827132,240.020004,302,8.043666,32.756668,11.456667
dish_1567024252,512.015808,454,25.921192,49.058388,22.622
dish_1563309353,625.236877,529,20.067884,15.838592,92.568954
dish_1561752481,297.979553,169,14.982956,15.411839,25.069847
dish_1565725009,50.599998,44,4.708,2.772,0.352
dish_1558459994,25.530001,37,0.074,6.66,0.259
dish_1564428144,205.212921,171,14.074488,16.700045,5.11141
dish_1561654707,199.800003,135,14.85,2.16,13.5
dish_1562096512,30.3396,25,2.738935,1.373378,0.492013
dish_1564518488,248.09465,117,9.544518,22.05954,17.399502
dish_1565118029,595.140015,453,12.827999,34.517002,81.492004
dish_1558635618,220.253998,334,2.439,49.700001,5.606
dish_1566934430,519.542847,361,43.782825,37.582497,49.058041
dish_1565117934,352.315979,235,5.4,0,70.943001
dish_1558114569,26.91,39,0.078,7.02,0.273
dish_1559678146,348.57666,284,21.192875,13.254406,26.293562
dish_1560441487,41.419998,88,0.226,10.04,0.654
dish_1560874726,177.492004,145,4.96,28.462002,5.566
dish_1563221519,379.96991,206,13.543454,32.183365,32.262424
dish_1562605315,217.559998,147,16.17,2.352,14.7
dish_1565034635,124.089249,110,11.76551,4.257738,2.100204
dish_1561752680,465.324982,175,16.449999,58.625,19.6
dish_1568665012,327.420563,268,15.353144,15.197391,32.789753
dish_1568313676,184.990005,214,6.136001,8.9,24.542
dish_1558460061,40.709999,59,0.118,10.620001,0.413
dish_1558468401,75.200005,47,7.05,4.23,0.94
dish_1566328805,927.809998,488,28.737,85.054001,77.984001
dish_1568320427,450.764099,240,19.028429,40.598091,27.65624
dish_1563910676,757.957092,501,34.776337,22.810631,82.056633
dish_1563550584,75.399994,145,0.29,1.015,14.5
dish_1560798785,379.652008,310,14.433999,44.389,20.939999
dish_1565379377,470.011047,397,20.932283,32.930637,38.23175
dish_1565725188,543.117004,521,17.928001,25.107,69.798996
dish_1563910530,333.825195,214,13.949387,9.828672,38.761936
dish_1565725123,430.269989,444,11.865999,19.185001,61.118999
dish_1566413445,377.830017,360,20.130001,16.335999,36.927002
dish_1558637698,12.25,49,0.147,2.45,0.882
dish_1563555605,537.809998,403,31.371,39.622002,24.804001
dish_1559244598,250.919998,51,12.75,33.149998,2.601
dish_1561576954,345.343719,262,15.472434,8.670532,42.441227
dish_1567020417,313.761383,348,16.694962,18.330757,36.040562
dish_1561666794,138.097,97,5.176,16.727001,6.544
dish_1561665452,624.853943,431,20.266373,27.939386,81.354126
dish_1566488981,279.328308,486,2.897561,22.355442,35.227028
dish_1566317711,123.760002,182,2.548,21.84,4.368
dish_1562010048,407.132263,199,24.372669,5.682851,38.990711
dish_1560368944,143.540421,66,8.573035,2.14122,13.56644
dish_1562789328,656.551575,503,27.782553,69.703827,40.745659
dish_1563393366,89.85463,178,7.287953,7.559166,9.442002
dish_1564160161,242.5,97,1.455,47.530003,9.797
dish_1565207896,298.380798,383,18.03528,18.665737,24.572189
dish_1560976044,124.670006,137,0.685,26.167,5.754
dish_1560788338,71.268997,121,0.484,4.356,12.1
dish_1564518586,361.413239,315,17.160767,32.758915,19.963291
dish_1565974409,688.649963,228,50,5.48,51.470001
dish_1561575688,607.892395,362,36.413857,31.62764,36.771538
dish_1568060697,133.880005,161,9.880001,12.233,3.018
dish_1558115364,485.26001,313,27.008999,26.504,39.459999
dish_1565810146,36.445538,29,3.106966,1.861971,0.755749
dish_1557853154,18.810001,57,0.171,4.56,0.399
dish_1563811662,245.733765,254,15.434496,12.357816,15.536933
dish_1563478751,950.395081,545,45.303986,54.133282,74.772202
dish_1565727851,406.473999,305,21.754999,13.028001,41.220005
dish_1558720396,95.489998,90,2.16,19.799999,2.79
dish_1563468199,53.5,107,0.107,13.91,0.535
dish_1564773876,258.327576,219,15.969777,9.881201,18.995329
dish_1560444724,113.280006,343,0.513,28.49,1.885
dish_1561148021,361.765411,216,19.948797,23.611561,22.204132
dish_1561739623,156.240005,348,1.056,33.599998,7.176
dish_1558463690,432.95401,241,32.034,30.032001,15.807
dish_1563479526,67.844879,51,4.713103,5.867841,1.291098
dish_1558030435,246.940002,221,11.115,24.954,11.915
dish_1564588719,222.278015,81,16.299,6.366,11.681
dish_1562617939,234.966125,133,14.640826,20.433863,7.238798
dish_1563811463,220.585373,376,2.699951,22.557051,23.124781
dish_1562183125,88.552399,131,6.881025,5.217036,3.754251
dish_1560369403,411.967804,405,30.986551,28.932995,43.259884
dish_1563464651,312,130,9.2,46.645,10.868001
dish_1558381860,94.400002,59,8.85,5.31,1.18
dish_1558462106,25.530001,37,0.074,6.66,0.259
dish_1562945879,174.425323,234,3.118645,34.353195,5.940001
dish_1566332040,14.95,65,0.26,2.34,1.885
dish_1563222775,190.584213,75,8.823172,16.359587,11.272345
dish_1563208459,186.485947,161,8.039566,22.543018,6.94117
dish_1562184663,600.540405,271,50.940563,5.702527,56.024384
dish_1563389626,498.620026,360,30.181793,12.393457,45.326939
dish_1563898722,343.350006,303,23.472,9.870001,23.232
dish_1568315988,50.370003,69,3.312,1.311,5.52
dish_1558723073,16.200001,90,0.18,3.51,0.81
dish_1563309189,37.950001,33,3.531,2.079,0.264
dish_1566316757,448.382874,819,4.36961,34.209389,59.50024
dish_1563827086,199.044998,175,7.69,23.585001,10
dish_1560974009,482.983063,409,20.768675,30.18502,45.270073
dish_1565811588,348.484161,263,21.454355,7.568845,31.213434
dish_1568666184,28.500002,190,0.38,5.51,2.66
dish_1567628069,107.433014,73,7.180391,10.049737,2.344513
dish_1563555072,165.76001,112,12.32,1.792,11.2
dish_1564518512,270.70752,163,10.088751,26.596989,17.808199
dish_1559751775,309.235992,254,13.139999,30.107998,16.768
dish_1564685450,623.007507,288,35.372643,38.998962,37.391777
dish_1561580659,754.353577,480,43.801662,16.297264,68.890678
dish_1558109907,43.470001,63,0.126,11.34,0.441
dish_1565023182,638.714844,308,47.469677,9.244903,41.584
dish_1558641320,211.589996,336,3.092,49.055996,4.52
dish_1563822663,303.099365,317,13.86415,24.232965,22.034336
dish_1561753649,164.010803,196,7.950614,6.39206,15.585461
dish_1566501126,564.917969,369,33.761002,17.909,50.878998
dish_1566317801,275.399994,420,4,56.984001,7.258
dish_1562173175,165.366608,163,7.169495,13.684191,12.646373
dish_1558027057,80.665001,65,0.13,19.110001,1.04
dish_1563909469,72.402824,64,6.906353,2.248366,1.364915
dish_1568400967,36.610001,113,0.452,7.196,2.628
dish_1565726887,174.015305,172,11.514614,15.960674,3.668133
dish_1566590536,25.070757,51,0.60339,5.030649,0.453124
dish_1564516397,36.809998,59,2.953,2.949,0.504
dish_1559841908,175.162018,304,0.471,45.571999,2.069
dish_1562876756,354.596863,322,13.231589,37.242165,28.104403
dish_1563309398,655.986816,604,20.217884,23.338593,93.24395
dish_1563217968,252.792709,244,12.477004,12.713421,23.076189
dish_1562007866,497.861359,465,15.249501,62.604572,28.075634
dish_1566850099,113.057968,112,10.687347,4.140735,1.525551
dish_1560370114,7.956,39,0.039,1.521,0.858
dish_1568061320,535.839905,491,19.667326,48.117958,41.280106
dish_1558549605,97.5,75,0.225,21,2.025
dish_1559320019,196.820007,205,5.714,30.732002,6.408
dish_1560887457,389.264343,246,14.28046,48.705952,17.193094
dish_1558724633,32.899998,94,0.376,6.58,2.256
dish_1561578865,417.185303,246,17.301928,49.707146,16.735947
dish_1564170474,39.480003,168,0.616,7.336,2.464
dish_1567625343,65.480003,74,4.989,5.547,1.711
dish_1561574428,84.002373,172,5.07367,7.938416,3.987952
dish_1565726848,102.105309,121,8.046616,6.780674,2.597133
dish_1559675268,39.370003,144,0.271,8.615,2.315
dish_1563984729,495.720032,321,33.59,7.544,38.98
dish_1568405430,119.099396,121,9.026379,8.612275,2.186578
dish_1565727821,281.123993,196,10.092001,6.161,40.348
dish_1566933454,121.741409,154,8.774585,9.049747,3.66512
dish_1559751458,152.643005,123,0.246,36.161999,1.968
dish_1558468589,12.1,55,0.165,1.815,1.705
dish_1558641037,60.839996,117,0.234,16.379999,0.351
dish_1565898758,612.990295,612,12.797448,21.753021,98.402481
dish_1562614980,566.146057,485,28.809109,21.104092,57.345734
dish_1562702412,183.389359,285,8.965265,21.698669,6.422541
dish_1567542778,260.582001,98,9.212,32.830002,10.976001
dish_1558468435,28,80,0.32,5.6,1.92
dish_1559059954,108.199997,20,8.4,0.28,7.4
dish_1560368138,23.5,123,0.28,4.593,1.855
dish_1559238481,59.689999,127,0.127,15.24,1.143
dish_1568665970,202.182007,167,7.741,24.117001,9.984
dish_1566931650,610.869019,488,33.803001,23.139999,58.401997
dish_1561061630,186.683746,150,11.299298,17.850639,6.371217
dish_1563294441,65.199997,162,0.241,16.793999,0.889
dish_1563910708,786.212585,555,36.178989,26.49613,83.004326
dish_1558547205,291.174988,186,12.676999,37.510998,9.297001
dish_1565897569,324.913513,150,21.174665,5.554203,28.6933
dish_1559841891,163.962006,272,0.343,43.332001,1.301
dish_1558641442,103.386002,211,1.751,21.809999,3.946
dish_1558031566,140.660004,26,10.92,0.364,9.62
dish_1565034330,614.015503,483,31.386456,39.217323,42.396172
dish_1562786103,93.081001,57,3.363,13.965,2.337
dish_1563306039,493.637207,326,26.277563,18.84376,44.06319
dish_1562614121,123.492508,155,9.446692,8.716035,3.395248
dish_1564171888,345.125885,194,17.510075,7.637636,36.027115
dish_1562949541,494.225647,374,33.717587,16.525366,31.732658
dish_1558114875,74.360001,143,0.286,0.429,20.02
dish_1561666640,48.800003,90,0.18,12.400001,0.668
dish_1560539368,238.814514,314,20.835882,17.820642,23.615503
dish_1561665706,386.348969,228,8.67,61.510002,18.429001
dish_1562010369,141.166443,69,8.450825,1.970436,13.519394
dish_1558636028,199.347992,262,5.379,38.542999,4.341
dish_1564685229,591.435242,347,41.458504,14.729663,41.9048
dish_1566587102,213.599411,146,7.505935,8.090585,27.147421
dish_1558631904,80.079994,154,0.308,21.559999,0.462
dish_1561049373,290.75,146,21.950001,2.298,19.73
dish_1564601638,712.456421,541,46.945045,42.989044,51.12669
dish_1562603536,75.739998,14,5.88,0.196,5.18
dish_1561578156,31.990978,97,1.141176,5.610784,0.95098
dish_1565195398,135.37854,126,4.812195,18.777807,4.224878
dish_1566502437,74.564041,64,6.415376,3.824625,1.711664
dish_1558638216,55.899998,43,0.129,12.04,1.161
dish_1562704640,333.281311,275,14.807559,26.863106,22.06978
dish_1563813395,371.862915,193,24.723194,16.471661,21.557278
dish_1565981802,99.754425,152,5.596065,6.631088,8.817584
dish_1564170098,50.799999,67,3.459,5.166,0.641
dish_1558636902,38.950001,95,0.19,9.5,0.855
dish_1560367980,421.465118,254,21.106911,47.243912,25.664904
dish_1563898813,626.508484,382,47.430229,11.959503,37.696037
dish_1565711570,603.827271,324,41.255486,34.236149,26.61869
dish_1563910276,375.94339,241,15.709352,11.068739,43.652462
dish_1558640074,60.32,116,0.232,16.24,0.348
dish_1563308323,27.059999,66,0.132,6.6,0.594
dish_1558636928,16.02,89,0.178,3.471,0.801
dish_1562872182,41.539997,296,0.626,6.886,4.984
dish_1565107211,523.634644,799,13.528048,49.041954,47.71722
dish_1560802562,8.853207,5,0.49063,0.966137,0.247945
dish_1558722322,37.720001,92,0.184,9.2,0.828
dish_1558639876,68.18,215,0.529,15.370001,2.767
dish_1566838378,286.210022,482,7.972,49.073997,8.990001
dish_1562169729,25.530136,50,0.639729,4.433764,1.674047
dish_1566501258,12,30,0.03,2.7,0.33
dish_1563811439,137.319992,289,0.578,7.279,22.276001
dish_1566419546,306.436981,177,11.235999,37.687,13.904
dish_1557853229,195.929993,126,13.23,1.512,15.75
dish_1557937037,25.969999,49,0.343,5.88,0.588
dish_1565811287,16.51,127,0.254,2.794,1.905
dish_1559843690,61.740002,134,0.342,14.05,1.751
dish_1562947409,103.190002,190,0.424,25.869999,1.184
dish_1563217993,279.708801,337,13.669605,15.832532,23.901834
dish_1561580322,44.25,76,1.228,6.672,2.662
dish_1558550079,73.839996,142,0.284,19.879999,0.426
dish_1561664013,280.443024,163,9.741618,8.592841,37.370922
dish_1563480534,797.566895,576,33.881702,35.512001,81.875473
dish_1558375506,73.839996,142,0.284,0.426,19.879999
dish_1559838214,43.279999,8,3.36,0.112,2.96
dish_1566501153,1006.917969,419,83.761002,17.909,50.879002
dish_1562008936,57.639999,131,2.751,5.633,4.192
dish_1562689645,302.431702,169,22.386829,4.59483,20.00634
dish_1567625392,208.233475,171,14.530067,18.900763,4.826312
dish_1562613340,349.389069,189,23.076174,14.061036,22.696079
dish_1561578461,522.154663,392,23.320644,36.607651,40.893784
dish_1562010929,457.265839,405,27.095516,25.63044,29.310972
dish_1566501324,65.269997,113,2.926,10.038,1.051
dish_1568404889,247.288361,219,4.835492,45.123398,6.240405
dish_1562946075,557.884033,297,41.737999,11.836,32.509998
dish_1562184628,444.01001,121,32.879997,0.602,35.41
dish_1558641108,96.62999,243,0.486,24.771,1.485
dish_1558376364,48.990002,71,0.142,12.780001,0.497
dish_1558640917,5.25,21,0.063,1.05,0.378
dish_1562872498,306.264984,320,9.317839,23.918306,35.153263
dish_1568316041,149.125931,149,12.696175,4.53204,7.439879
dish_1558459462,58.650002,85,0.17,15.3,0.595
dish_1560801041,432.244263,292,10.663426,63.245892,25.670122
dish_1565898544,181.954498,182,9.618723,8.612269,15.368443
dish_1563897047,66.040001,127,0.254,0.889,12.7
dish_1560526552,359.240814,319,21.782129,28.019247,14.592025
dish_1562703408,311.209167,196,12.049189,32.833611,17.407734
dish_1563464670,384.175995,156,13.646,47.477001,18.148001
dish_1558636582,530.551025,410,35.918999,45.948002,18.895
dish_1558723512,15.99,39,0.078,3.9,0.351
dish_1558381084,36.57,53,0.106,9.54,0.371
dish_1568401018,587.709961,447,12.476,7.196,106.168007
dish_1560443537,237.639999,411,0.913,60.169998,2.651
dish_1566500988,21.33,63,0.176,4.7,1.067
dish_1565379868,560.774963,434,22.945583,49.074287,38.934471
dish_1562172600,263.599976,370,6.02,16.43,30.68
dish_1565119439,465.412231,189,19.563423,42.858475,27.351355
dish_1564775147,327.810303,151,22.471354,5.23064,24.590466
dish_1565640772,241.169998,191,5.148,2.862,43.658001
dish_1561574783,29.626781,24,2.815253,0.966312,0.575964
dish_1561737271,762.381958,520,45.844997,46.548996,40.999001
dish_1560444985,198.937866,264,10.095443,24.075623,5.127491
dish_1565640868,395.97998,406,13.601999,19.803999,49.051003
dish_1558114937,13.72,49,0.196,2.597,1.078
dish_1558379182,323.736023,56,27.720001,12.712,12.544001
dish_1558725226,19.75,79,0.237,3.95,1.422
dish_1563389413,34.649998,99,0.396,6.93,2.376
dish_1563826306,882.837463,312,48.949856,69.584892,44.391125
dish_1567538263,70.70092,56,4.997894,5.491088,1.873404
dish_1563305653,25.74,117,0.351,3.861,3.627
dish_1565035858,375.227997,531,6.709,23.677,55.419998
dish_1559245589,25.562342,52,0.615221,5.129289,0.462009
dish_1566330399,265.190887,126,15.224232,3.739511,25.7404
dish_1561579673,221.304153,360,7.60451,22.447077,18.344212
dish_1565640365,720.890137,623,22.447601,54.556591,75.069046
dish_1566333324,608.104553,476,22.253439,60.083378,43.063965
dish_1565378731,154.358154,207,4.243155,27.449049,4.422395
dish_1558628956,9.044001,14,0.476,0.448,0.854
dish_1558116090,30.940001,91,0.182,7.28,0.728
dish_1559841091,163.423492,166,4.932,22.135,8.053
dish_1568061145,187.053268,196,6.978137,23.153978,7.411788
dish_1560973936,75.243256,44,5.829186,6.022747,1.078271
dish_1567537422,109.319298,203,6.288338,12.18853,3.267302
dish_1561579576,78.00235,267,2.036824,14.455882,3.650353
dish_1562007817,444.121399,391,15.101501,51.505577,26.162634
dish_1563827482,894.521667,621,55.955669,24.548782,77.380013
dish_1562010315,671.106934,477,38.237114,19.743494,61.929153
dish_1565811061,380.320007,324,7.762,9.06,65.801003
dish_1566402160,458.716125,697,8.670679,41.691624,47.006603
dish_1562946106,578.963989,359,41.862,16.796,33.006001
dish_1562784266,131.804001,76,4.16,20.240002,4.884
dish_1565798617,197.705719,311,7.669836,18.51827,14.063784
dish_1564169254,161.75,201,6.802,20.425999,6.406
dish_1562874282,427.879974,469,44.081676,21.052488,46.001808
dish_1560799407,220.901733,122,14.96129,10.166318,12.222573
dish_1558720289,20,80,0.24,4,1.44
dish_1558373492,888.22998,325,66.768997,42.290001,38.957001
dish_1558630737,22.25,89,0.267,4.45,1.602
dish_1559844490,108.360001,180,0.459,27.450001,1.359
dish_1559581333,415.946747,234,30.925364,4.350251,27.957258
dish_1558720097,30.34,74,0.148,7.4,0.666
dish_1563984771,582.809204,388,38.258389,17.855515,41.124001
dish_1568405499,562.269348,419,29.853746,26.507204,45.23914
dish_1563216659,190.057999,173,5.090516,4.554782,29.822712
dish_1558723568,179.618988,356,1.848,42.959999,3.879
dish_1561661500,374.775665,268,11.160464,42.275837,24.242857
dish_1558026623,29.880001,83,0.083,7.47,0.415
dish_1564170173,79.880005,176,3.677,11.610001,2.095
dish_1566851616,300.7789,248,11.60261,36.141609,14.512781
dish_1561662190,117.318321,104,3.98708,18.392817,2.39816
dish_1565030350,62.585663,62,5.91621,2.292192,0.844501
dish_1560543557,87.869995,191,3.923,11.636001,3.353
dish_1558724992,456.699005,79,39.105,17.933001,17.696001
dish_1558373284,389.39801,113,30.849001,4.746,21.809
dish_1568405273,386.199768,288,21.990467,14.979709,32.076679
dish_1563391375,84.283714,139,7.774208,5.039431,8.285326
dish_1562008429,94.465088,69,5.511408,1.765067,9.056995
dish_1562702044,44.034069,177,1.102068,7.411408,2.278431
dish_1561060531,162.078995,177,4.101,26.291,6.733
dish_1562774129,73.083549,77,2.898097,11.336127,1.539
dish_1560453132,142.09024,108,12.929943,5.810329,2.847845
dish_1565637578,197.301407,168,4.829733,18.116875,19.958797
dish_1559849466,467.613037,262,30.396,44.398998,14.468
dish_1559149688,281.454987,181,19.004999,2.172,22.625
dish_1558373639,5.6,20,0.08,1.06,0.44
dish_1562602832,144.182281,188,5.482155,15.514251,9.786214
dish_1558026714,129.839996,24,10.08,0.336,8.88
dish_1561739212,134.01001,214,0.325,23.797001,8.347
dish_1563565454,350.788818,322,22.686897,26.577688,22.234623
dish_1561404956,97.600792,82,2.638521,4.593264,13.654346
dish_1568315040,555.92041,400,32.094086,27.321146,41.118195
dish_1565379827,150.530945,235,4.162645,27.104969,2.631936
dish_1564691420,212.347305,226,13.716616,22.601648,4.469414
dish_1561661377,306.333679,294,8.972795,11.854835,43.735157
dish_1565725095,121.720001,257,5.134,19.185001,3.149
dish_1558638844,80.079994,154,0.308,21.559999,0.462
dish_1558379273,227.436005,66,18.018,2.772,12.738
dish_1564761426,207.569,202,2.344,29.738001,15.059
dish_1562876645,220.774597,112,7.151315,15.845915,22.033455
dish_1559233570,16.83,51,0.153,4.08,0.357
dish_1558113941,296.890015,78,24.862,12.834001,11.816001
dish_1563900205,262.261963,301,14.248585,21.506342,12.863122
dish_1561580278,23.32,53,1.113,2.279,1.696
dish_1563824065,15.51,66,0.242,2.882,0.968
dish_1566316612,665.237,367,51.48386,24.176441,27.457708
dish_1558373687,306.694,89,24.297001,3.738,17.177
dish_1562949494,68.545609,149,2.127585,12.325366,1.592659
dish_1562945499,454.508362,625,11.256931,65.264664,26.271181
dish_1564429843,395.729828,474,11.635026,52.371742,21.758062
dish_1565728634,436.406616,418,15.944897,41.951988,31.455549
dish_1564685144,26.1625,50,1.29875,3.4125,0.8775
dish_1565203094,898.019653,485,27.678381,37.98381,116.735558
dish_1560368162,41.639214,178,0.927059,7.774373,2.394216
dish_1559233055,25.194,39,1.326,1.248,2.379
dish_1562704528,148.903992,56,5.264,18.76,6.272
dish_1565884692,212.159988,408,0.816,2.856,40.799999
dish_1565031283,252.680466,116,14.387574,4.513725,23.91774
dish_1558640593,60.32,116,0.232,16.24,0.348
dish_1562687554,409.334595,281,23.747805,42.104256,9.005127
dish_1561145732,19.698,67,0.067,5.025,0.402
dish_1560539314,165.738342,158,18.348402,6.327587,20.611412
dish_1558639221,24.5,98,0.294,4.9,1.764
dish_1559172356,313.103912,176,15.885429,6.928988,32.684391
dish_1558110385,52.869999,34,3.57,0.408,4.25
dish_1562959344,5.54,44,0.019,1.146,0.383
dish_1563811639,217.139999,198,14.717999,7.392,13.662
dish_1562860723,87.909996,160,0.386,21.93,1.026
dish_1559232986,189.349991,35,14.7,0.49,12.95
dish_1561737176,403.182007,117,31.941,4.914,22.581001
dish_1567537280,733.018555,404,34.708237,51.064735,51.275162
dish_1561578188,57.990978,201,1.453176,10.810784,2.82298
dish_1562180089,851.298767,437,57.796677,19.00104,60.67337
dish_1567022251,111.910004,254,4.126,18.481001,2.959
dish_1566850031,616.771973,662,19.197001,25.780001,84.644997
dish_1566933401,27.052683,79,2.080976,1.69561,1.156098
dish_1560357832,181.351425,82,10.603177,17.474182,4.632458
dish_1562875870,256.946411,233,17.797087,26.566978,21.725405
dish_1562690886,20.611706,37,1.046829,2.526829,0.866341
dish_1563302345,265.855438,215,7.567317,5.092874,43.001171
dish_1566923060,515.820007,248,34.609001,33.981998,18.783001
dish_1558462036,2.99,13,0.052,0.468,0.377
dish_1558637247,117.770996,111,2.664,24.42,3.441
dish_1558028142,21.900002,73,0.073,5.548,0.438
dish_1560543625,560.300903,554,30.885406,32.192524,64.666275
dish_1563565323,229.530243,152,10.840512,21.651379,14.405099
dish_1558379639,385.952026,112,30.576,4.704,21.616001
dish_1559932674,58.279999,124,0.124,14.88,1.116
dish_1559245801,60.989998,107,0.321,14.98,0.749
dish_1562873814,106.580215,134,8.689231,6.799564,2.057024
dish_1566931620,494.579987,461,26.081001,22.006001,48.034
dish_1567785223,487.712494,261,35.621967,13.794291,27.389
dish_1561739188,97.089996,143,0.183,23.299999,1.247
dish_1564687046,374.793854,308,29.070162,20.45834,33.685577
dish_1562873187,64.216751,255,2.404025,9.26375,4.02645
dish_1561491180,236.347488,217,18.691792,20.364334,21.251337
dish_1558725702,50.310001,117,0.351,10.530001,3.978
dish_1562789240,361.555603,154,18.029551,21.636833,26.509659
dish_1559590031,402.746216,269,19.749413,42.538006,15.597241
dish_1563389693,500.218018,383,29.284,14.824001,45.544998
dish_1563208412,62.400002,39,3.9,1.17,5.46
dish_1566416388,259.869873,315,12.182321,34.873814,5.198692
dish_1565728388,124.973,47,4.418,15.745001,5.264
dish_1562963059,369.527283,389,33.521896,25.158859,34.327641
dish_1560543729,219.529907,213,7.758307,20.830944,16.744329
dish_1564588567,450.666016,312,30.105001,5.274,35.943001
dish_1558381665,17.85,51,0.204,3.57,1.224
dish_1560455343,53.941677,41,4.908589,2.205773,1.081126
dish_1565203015,663.939575,397,19.142382,8.94381,107.055565
dish_1560455380,60.97168,78,4.982589,3.574773,1.747126
dish_1565721855,479.034454,450,15.635769,23.092735,59.862839
dish_1567020394,176.15863,265,12.666015,16.685022,13.626102
dish_1558723671,38.130001,93,0.186,9.3,0.837
dish_1563897395,135.913651,233,2.611512,26.800489,2.887805
dish_1561664061,303.643036,269,9.801618,13.71284,38.910919
dish_1558379324,16.32,48,0.096,3.84,0.384
dish_1558458584,351.181,142,25.455,25.941,12.369
dish_1567024187,334.945831,235,12.615192,38.525391,16.733999
dish_1558639012,257.436005,490,2.237,63.264,4.685
dish_1565382733,287.639984,102,12.24,32.639999,12.24
dish_1561575347,554.760071,327,27.43395,37.903404,36.771889
dish_1563564707,143.991699,150,4.091075,24.55752,6.571747
dish_1562790775,75.686295,40,7.803151,1.519515,0.394182
dish_1561575033,354.445312,339,11.978688,13.237388,47.962563
dish_1565811139,902.200012,416,62.632004,9.06,74.731003
dish_1567023375,248.566406,268,19.267872,8.701454,15.367283
dish_1558721533,18.700001,55,0.11,4.4,0.44
dish_1562874049,412.144989,155,14.57,51.925003,17.360001
dish_1562872746,242.363983,203,23.447695,12.912596,17.217421
dish_1558638954,89.010002,129,0.258,23.220001,0.903
dish_1558641164,80.079994,154,0.308,21.559999,0.462
dish_1562611824,192.566193,109,11.998874,16.74655,5.932549
dish_1558461607,87.629997,127,0.254,22.860001,0.889
dish_1560366389,46.909065,38,4.457482,1.529994,0.911943
dish_1561392632,500.114899,352,35.600468,19.517466,26.380598
dish_1566499686,674.706787,388,37.685776,35.915737,48.447742
dish_1563395510,415.627411,372,19.100136,33.541649,34.771233
dish_1559157454,34.564575,28,3.284461,1.127364,0.671958
dish_1563563348,362.641998,294,22.785002,12.092001,29.322998
dish_1561405389,265.983459,223,8.393058,12.105439,34.985947
dish_1560526514,183.252747,224,8.398129,26.031246,3.418025
dish_1558629818,156.087006,27,13.365,6.129,6.048
dish_1568320296,226.014999,85,7.99,28.475,9.52
dish_1558116399,7,25,0.1,1.325,0.55
dish_1562875211,282.240021,147,10.535001,34.446999,12.348
dish_1561492519,271.320007,206,2.954,52.377998,11.528
dish_1563304333,451.235687,308,16.554087,26.73476,47.086288
